GEOID,poptotal,gender_male,gender_female,age_0to4,age_5to9,age_10to14,age_15to19,age_20to24,age_25to34,age_35to44,age_45to54,age_55to59,age_60to64,age_65to74,age_75to84,age_85plus
860Z200US61370,1189,647,542,42,53,90,93,74,122,166,169,97,99,100,57,27
860Z200US61371,82,82,0,0,0,0,0,0,76,6,0,0,0,0,0,0
860Z200US61372,190,101,89,13,5,14,11,13,32,14,34,12,14,21,4,3
860Z200US61373,2079,986,1093,96,214,115,120,48,161,297,373,186,174,229,60,6
860Z200US61374,101,27,74,16,0,11,17,0,0,19,6,3,3,16,6,4
860Z200US61375,1127,640,487,44,67,52,27,30,88,140,110,181,95,160,113,20
860Z200US61376,1768,878,890,45,71,149,107,66,142,237,205,104,171,214,175,82
860Z200US61377,1525,666,859,136,98,32,112,115,170,140,158,99,112,255,66,32
860Z200US61378,308,146,162,21,21,41,6,2,49,28,16,33,34,18,21,18
860Z200US61379,1247,616,631,44,77,128,67,65,104,246,117,120,68,95,101,15
860Z200US61401,30968,15058,15910,1712,1612,1523,2337,2601,3229,3227,3286,2037,2445,3856,2217,886
860Z200US61402,1931,1931,0,0,0,0,14,183,567,484,476,119,45,36,7,0
860Z200US61410,3898,2042,1856,281,321,333,162,164,483,503,549,263,173,377,169,120
860Z200US61411,327,170,157,11,0,20,80,0,16,24,28,62,24,54,8,0
860Z200US61412,1215,640,575,59,125,116,25,17,88,174,193,180,18,111,74,35
860Z200US61413,1034,573,461,91,69,83,33,9,183,96,129,56,75,140,63,7
860Z200US61414,758,393,365,43,45,41,42,66,74,79,99,50,47,96,74,2
860Z200US61415,1789,961,828,116,64,67,150,85,154,208,341,122,152,210,98,22
860Z200US61416,281,150,131,11,13,6,50,17,19,41,8,25,46,31,12,2
860Z200US61417,277,132,145,0,0,0,31,40,10,29,73,17,21,47,0,9
860Z200US61418,660,333,327,63,19,23,44,24,75,43,111,48,46,100,43,21
860Z200US61419,84,31,53,0,4,0,0,0,4,9,4,6,22,15,15,5
860Z200US61420,995,559,436,51,93,27,50,34,162,100,137,46,86,101,56,52
860Z200US61421,1533,778,755,113,134,95,97,78,163,164,193,123,146,110,91,26
860Z200US61422,3035,1393,1642,297,123,120,184,246,348,279,536,139,209,349,102,103
860Z200US61423,660,341,319,0,0,54,55,97,57,118,62,29,78,23,87,0
860Z200US61424,59,30,29,3,10,9,0,13,9,9,0,0,3,0,3,0
860Z200US61425,399,221,178,5,6,7,17,2,1,44,17,60,170,36,13,21
860Z200US61426,74,32,42,10,0,0,0,20,23,8,10,0,0,3,0,0
860Z200US61427,1920,997,923,59,49,160,147,182,127,195,343,131,85,279,92,71
860Z200US61428,1104,493,611,37,48,127,93,54,48,129,96,103,70,243,45,11
860Z200US61430,595,308,287,20,17,31,35,12,66,73,53,71,48,121,44,4
860Z200US61431,262,114,148,3,7,14,11,5,29,20,42,11,7,45,68,0
860Z200US61432,646,309,337,14,67,37,52,25,68,33,113,40,47,89,50,11
860Z200US61433,47,27,20,0,0,0,0,10,12,0,25,0,0,0,0,0
860Z200US61434,2816,1379,1437,220,149,194,150,78,387,281,242,184,346,445,92,48
860Z200US61435,193,72,121,0,0,55,13,0,52,0,45,21,7,0,0,0
860Z200US61436,818,392,426,28,38,45,27,39,25,127,100,120,129,70,70,0
860Z200US61437,633,341,292,37,28,32,6,44,27,88,125,58,29,100,50,9
860Z200US61438,726,358,368,45,22,68,45,68,79,83,87,26,48,85,51,19
860Z200US61439,246,144,102,18,22,33,20,23,7,28,18,19,15,26,9,8
860Z200US61440,718,362,356,37,55,96,55,31,87,68,86,35,44,79,32,13
860Z200US61441,870,474,396,108,78,20,24,19,109,100,128,43,44,133,52,12
860Z200US61442,741,366,375,34,28,43,31,30,122,72,93,42,45,101,85,15
860Z200US61443,13760,6746,7014,897,939,698,838,778,1415,1645,1632,1104,834,1625,967,388
860Z200US61447,1112,607,505,42,68,79,80,54,111,183,204,47,51,122,66,5
860Z200US61448,4006,1821,2185,260,268,264,315,106,395,540,420,233,213,555,307,130
860Z200US61449,189,119,70,2,4,7,4,1,20,18,25,6,17,42,30,13
860Z200US61450,1743,852,891,105,82,83,121,87,171,195,201,101,176,226,141,54
860Z200US61451,196,97,99,7,0,11,33,12,26,0,51,22,15,19,0,0
860Z200US61452,178,76,102,1,3,20,18,0,29,27,19,20,9,14,17,1
860Z200US61453,586,329,257,60,31,9,73,19,114,84,43,23,50,60,15,5
860Z200US61454,427,200,227,27,46,14,9,20,76,13,33,16,49,76,35,13
860Z200US61455,17979,8355,9624,634,703,907,2306,3444,2083,1740,1226,886,988,1642,782,638
860Z200US61458,515,258,257,12,24,27,28,17,54,19,60,59,32,87,79,17
860Z200US61459,320,190,130,0,5,19,50,19,10,48,20,66,23,20,39,1
860Z200US61460,259,111,148,9,14,26,25,3,7,18,45,46,6,40,17,3
860Z200US61462,11035,5268,5767,581,672,772,1032,1019,1022,1050,1269,692,812,1203,611,300
860Z200US61465,1201,658,543,35,49,83,74,41,115,109,165,147,84,138,153,8
860Z200US61466,282,185,97,12,9,16,24,8,66,29,24,28,14,38,11,3
860Z200US61467,1320,631,689,82,94,131,142,108,78,198,229,92,55,72,26,13
860Z200US61468,193,87,106,45,0,0,0,13,45,0,0,60,0,24,0,6
860Z200US61469,2186,1115,1071,32,90,140,72,127,191,233,206,231,181,389,164,130
860Z200US61470,552,236,316,20,25,33,45,41,17,65,114,53,67,48,10,14
860Z200US61471,133,61,72,21,7,17,2,0,17,19,9,12,4,11,8,6
860Z200US61472,428,252,176,22,38,3,6,18,30,44,27,46,65,77,42,10
860Z200US61473,1176,602,574,73,72,60,69,58,157,116,102,80,75,150,114,50
860Z200US61474,259,139,120,13,38,23,0,23,30,18,30,20,18,36,5,5
860Z200US61475,177,111,66,8,14,11,0,2,24,17,11,11,15,45,9,10
860Z200US61476,515,270,245,40,20,61,31,3,58,128,77,20,41,22,11,3
860Z200US61477,591,296,295,48,32,25,16,12,85,104,115,24,44,56,20,10
860Z200US61478,303,168,135,72,33,12,30,18,83,22,12,0,0,0,21,0
860Z200US61479,53,36,17,0,0,0,0,0,0,5,10,5,6,0,16,11
860Z200US61480,1281,576,705,101,64,72,133,71,99,152,122,100,71,126,115,55
860Z200US61482,542,245,297,33,34,56,19,36,66,92,52,31,55,34,23,11
860Z200US61483,1950,943,1007,87,82,163,96,79,183,206,205,186,143,280,164,76
860Z200US61484,704,382,322,26,25,22,51,24,62,71,122,64,61,99,66,11
860Z200US61485,436,210,226,8,17,17,47,29,28,70,55,33,23,53,49,7
860Z200US61486,1536,753,783,109,96,104,77,106,188,183,179,103,131,139,100,21
860Z200US61488,1229,580,649,110,67,49,43,101,204,61,83,169,73,157,107,5
860Z200US61489,826,421,405,57,22,65,91,33,93,106,100,37,53,136,25,8
860Z200US61490,1125,603,522,25,80,68,60,30,111,202,92,77,127,178,57,18
860Z200US61491,2110,1038,1072,94,119,117,131,116,202,230,317,155,136,303,133,57
860Z200US61501,1641,842,799,147,121,122,65,96,204,194,166,150,110,152,82,32
860Z200US61516,713,384,329,39,27,126,48,37,90,133,31,49,27,61,33,12
860Z200US61517,2995,1441,1554,173,243,217,251,49,226,409,289,253,300,395,133,57
860Z200US61519,259,132,127,23,21,28,7,25,22,21,23,26,37,14,11,1
860Z200US61520,16576,9052,7524,729,704,925,710,993,2324,2127,2177,1270,1158,2055,932,472
860Z200US61523,10541,5138,5403,690,668,720,543,528,1234,1188,1260,583,980,1387,453,307
860Z200US61524,340,156,184,10,8,17,24,9,39,29,34,22,22,82,39,5
860Z200US61525,11542,5733,5809,1228,913,1111,748,397,1388,1818,1640,419,415,831,524,110
860Z200US61526,841,389,452,40,36,25,42,29,24,117,123,45,74,222,60,4
860Z200US61528,3256,1658,1598,78,293,324,298,145,296,378,648,169,142,268,130,87
860Z200US61529,3179,1442,1737,279,198,290,246,212,197,488,434,192,180,280,140,43
860Z200US61530,6706,3191,3515,390,369,420,417,726,765,708,692,439,438,497,463,382
860Z200US61531,3100,1523,1577,196,227,233,175,192,426,426,274,156,238,273,228,56
860Z200US61532,485,279,206,30,44,38,39,6,92,52,71,29,34,31,13,6
860Z200US61533,2299,1145,1154,127,235,214,90,108,246,495,204,150,66,249,92,23
860Z200US61534,1930,1043,887,145,161,139,124,83,211,288,229,179,90,165,83,33
860Z200US61535,2082,1171,911,95,103,239,213,23,226,334,306,189,2,169,82,101
860Z200US61536,3192,1617,1575,272,93,130,193,154,351,192,397,352,278,505,175,100
860Z200US61537,2751,1348,1403,148,124,235,133,114,349,275,433,182,141,340,183,94
860Z200US61539,165,76,89,17,4,8,8,4,16,25,20,25,10,15,13,0
860Z200US61540,2898,1475,1423,165,104,233,201,156,223,370,328,222,248,313,203,132
860Z200US61541,95,49,46,5,1,0,2,8,17,13,16,6,9,12,5,1
860Z200US61542,3409,1686,1723,121,217,255,282,158,262,425,431,260,351,319,238,90
860Z200US61543,114,66,48,2,10,5,0,0,9,27,14,3,9,15,5,15
860Z200US61544,828,402,426,94,72,69,26,24,132,87,70,74,42,84,49,5
860Z200US61545,734,403,331,40,35,72,70,12,136,40,146,51,33,65,26,8
860Z200US61546,3720,1791,1929,294,178,196,189,167,387,373,529,274,238,548,241,106
860Z200US61547,3898,1866,2032,271,250,383,228,148,268,598,624,193,277,478,159,21
860Z200US61548,12227,6045,6182,781,1022,681,896,460,947,1880,1870,784,930,1332,427,217
860Z200US61550,18223,8538,9685,940,1144,1390,1341,562,1697,2482,1985,1073,1437,2114,1119,939
860Z200US61552,281,185,96,78,0,0,0,0,32,38,45,57,7,0,7,17
860Z200US61553,260,108,152,6,5,23,72,7,19,55,7,10,24,17,11,4
860Z200US61554,41057,20347,20710,2285,2667,1990,2241,2138,5315,5057,5261,3096,3220,4647,2181,959
860Z200US61559,3838,1969,1869,211,294,255,343,133,338,317,459,492,191,460,243,102
860Z200US61560,512,266,246,25,0,0,7,16,58,4,58,24,73,155,70,22
860Z200US61561,2340,1148,1192,139,151,155,171,116,282,212,308,146,156,271,140,93
860Z200US61562,87,68,19,0,0,0,7,0,8,0,19,0,0,0,53,0
860Z200US61563,514,253,261,48,15,13,30,27,63,88,64,39,36,66,18,7
860Z200US61564,1056,537,519,72,104,78,83,67,61,151,128,86,47,135,29,15
860Z200US61565,1404,739,665,65,93,118,71,20,180,162,187,107,119,194,64,24
860Z200US61567,460,274,186,2,0,10,35,7,10,96,59,86,36,80,25,14
860Z200US61568,4460,2199,2261,231,317,371,349,309,533,415,680,189,263,538,180,85
860Z200US61569,947,443,504,53,56,45,39,44,116,84,129,23,111,166,81,0
860Z200US61570,1733,865,868,98,158,105,65,138,216,169,208,78,146,230,59,63
860Z200US61571,24761,12050,12711,1270,2208,1977,1825,1088,2827,3539,2920,1490,1540,2262,1305,510
860Z200US61572,1063,554,509,83,31,31,53,89,106,133,166,46,58,183,76,8
860Z200US61602,752,447,305,0,18,14,2,52,229,89,140,32,29,107,33,7
860Z200US61603,15747,7912,7835,954,1284,1081,974,1355,1867,2325,1895,1071,1245,1186,338,172
860Z200US61604,28828,14078,14750,1715,2147,1564,1670,1570,4313,3393,3164,2053,2078,2763,1499,899
860Z200US61605,14010,6256,7754,1210,1349,1004,866,746,1921,1746,1587,691,915,1197,592,186
860Z200US61606,7697,4013,3684,487,335,338,1194,2085,875,515,662,196,239,406,269,96
860Z200US61607,10386,5375,5011,366,594,809,951,308,1053,1458,1705,577,638,1176,549,202
860Z200US61610,4947,2450,2497,272,226,253,119,480,985,802,480,345,498,286,131,70
860Z200US61611,23925,12319,11606,1425,1474,1258,1283,1319,2725,2980,3245,1508,1731,2989,1645,343
860Z200US61614,28583,13220,15363,2159,1950,1485,1564,1603,4327,3109,2719,1864,1579,3222,1762,1240
860Z200US61615,22957,11448,11509,1625,1544,1054,1070,1137,4328,2688,2585,1315,1585,2411,1115,500
860Z200US61616,5940,2782,3158,297,389,320,297,279,653,1038,780,447,431,533,324,152
860Z200US61625,534,318,216,0,0,0,291,233,10,0,0,0,0,0,0,0
860Z200US61701,35347,17314,18033,2030,2015,1871,2567,3982,4993,4529,4176,2333,1732,3203,1301,615
860Z200US61704,36875,18495,18380,2688,2287,2298,2795,2597,5465,4845,4568,2444,2357,2926,1257,348
860Z200US61705,13130,6534,6596,887,947,1163,1085,628,1203,2216,1486,1070,632,1321,302,190
860Z200US61720,255,125,130,16,24,55,8,0,55,14,8,11,16,37,7,4
860Z200US61721,551,275,276,44,52,10,20,15,33,20,97,48,47,56,108,1
860Z200US61722,659,317,342,14,48,110,44,33,40,103,50,46,39,86,30,16
860Z200US61723,2571,1256,1315,223,215,114,126,254,149,405,267,155,206,293,146,18
860Z200US61724,436,230,206,17,25,41,39,18,39,39,72,26,49,41,22,8
860Z200US61725,1682,777,905,70,191,198,112,35,201,289,187,79,103,106,109,2
860Z200US61726,2850,1393,1457,157,223,218,343,229,216,377,403,176,108,199,150,51
860Z200US61727,9517,4770,4747,583,553,630,568,625,1116,1164,1239,661,642,938,539,259
860Z200US61728,1271,572,699,45,112,109,96,75,134,221,109,88,61,108,71,42
860Z200US61729,1223,623,600,212,68,50,56,82,163,85,104,109,126,70,85,13
860Z200US61730,403,222,181,62,34,2,9,9,45,35,54,27,34,89,2,1
860Z200US61731,164,86,78,13,26,15,20,0,14,26,16,4,6,17,7,0
860Z200US61732,2016,922,1094,142,144,98,133,50,327,242,205,85,275,223,82,10
860Z200US61733,823,394,429,45,55,49,47,38,147,68,143,76,40,74,19,22
860Z200US61734,2647,1289,1358,88,189,260,162,126,263,316,277,173,208,346,157,82
860Z200US61735,424,217,207,18,58,7,45,1,32,110,77,23,17,17,17,2
860Z200US61736,2490,1196,1294,144,292,235,107,80,367,277,299,143,103,199,178,66
860Z200US61737,454,237,217,15,25,10,17,55,42,46,101,39,52,29,22,1
860Z200US61738,4454,2401,2053,243,269,385,396,308,451,604,497,242,443,378,141,97
860Z200US61739,4665,2202,2463,334,222,338,355,169,485,474,506,349,349,527,302,255
860Z200US61740,1393,665,728,40,90,88,85,65,103,192,114,75,140,193,87,121
860Z200US61741,1549,728,821,118,156,147,60,103,223,180,227,92,63,112,39,29
860Z200US61742,1247,576,671,70,82,124,64,42,136,143,158,96,113,121,87,11
860Z200US61743,129,70,59,4,4,4,4,3,23,14,11,6,6,29,12,9
860Z200US61744,1543,740,803,68,93,97,101,97,117,103,181,199,142,233,77,35
860Z200US61745,4729,2323,2406,221,488,468,305,206,452,662,713,372,178,440,158,66
860Z200US61747,1590,725,865,117,52,113,42,91,172,170,205,143,101,168,121,95
860Z200US61748,2547,1243,1304,119,189,289,184,101,218,360,360,181,153,236,91,66
860Z200US61749,555,303,252,25,6,14,14,10,27,74,32,72,113,103,57,8
860Z200US61750,102,48,54,26,18,9,9,8,21,11,0,0,0,0,0,0
860Z200US61751,57,22,35,0,0,0,0,4,0,0,23,5,7,6,12,0
860Z200US61752,4458,2255,2203,210,315,303,380,251,389,569,542,319,401,514,188,77
860Z200US61753,3102,1653,1449,261,138,210,162,210,329,326,414,265,213,392,131,51
860Z200US61754,1113,578,535,81,46,77,27,87,170,132,105,117,121,99,44,7
860Z200US61755,4624,2283,2341,314,367,304,233,260,510,877,569,235,273,429,187,66
860Z200US61756,2575,1342,1233,183,275,257,135,136,240,292,399,155,64,311,76,52
860Z200US61759,1474,717,757,89,38,70,179,153,139,149,251,95,58,121,100,32
860Z200US61760,2384,1274,1110,125,164,172,202,134,339,170,280,185,190,230,112,81
860Z200US61761,54251,25650,28601,2422,2311,2944,6983,12156,6303,5504,4996,2139,2414,3212,1897,970
860Z200US61764,13867,7346,6521,733,587,933,780,774,2047,1732,1804,1051,990,1360,654,422
860Z200US61769,679,320,359,51,43,62,35,46,71,54,77,43,53,55,70,19
860Z200US61770,1098,478,620,49,89,58,77,62,104,127,184,108,49,125,50,16
860Z200US61771,815,383,432,53,64,88,114,20,41,102,112,41,90,73,14,3
860Z200US61772,208,72,136,0,8,21,26,10,12,22,31,17,18,31,12,0
860Z200US61773,290,151,139,21,15,10,31,15,35,13,37,14,26,25,43,5
860Z200US61774,914,529,385,73,49,44,20,47,173,125,121,83,42,38,91,8
860Z200US61775,251,141,110,0,10,12,25,16,23,16,20,21,38,20,2,48
860Z200US61776,1195,609,586,30,49,19,56,33,123,59,248,143,201,120,107,7
860Z200US61777,938,470,468,33,28,86,89,16,92,185,83,72,70,92,90,2
860Z200US61778,488,248,240,22,11,29,16,17,92,45,37,60,43,98,18,0
860Z200US61801,28234,14319,13915,1018,436,430,5729,7849,4861,2084,1494,885,804,1717,596,331
860Z200US61802,19671,9580,10091,1165,1091,1129,986,1657,2912,2410,1964,1413,1497,2070,818,559
860Z200US61810,233,93,140,15,10,14,11,13,26,21,42,19,21,26,12,3
860Z200US61811,661,327,334,21,27,40,67,25,56,66,93,27,32,115,68,24
860Z200US61812,357,169,188,20,21,6,22,13,26,47,59,59,13,57,14,0
860Z200US61813,1677,809,868,84,89,40,135,85,170,239,274,140,150,194,60,17
860Z200US61814,1247,585,662,150,68,115,59,36,104,188,168,68,79,108,38,66
860Z200US61815,333,183,150,13,18,16,10,25,38,48,68,44,18,16,13,6
860Z200US61816,400,193,207,11,25,31,30,28,48,38,33,24,37,70,23,2
860Z200US61817,2440,1264,1176,120,101,88,170,198,318,257,278,246,198,176,198,92
860Z200US61818,1587,756,831,83,109,128,105,89,154,186,214,62,139,122,148,48
860Z200US61820,38553,21023,17530,1322,985,841,7453,13105,6065,2596,2268,1163,915,1182,446,212
860Z200US61821,28986,13908,15078,1801,1976,2027,1418,3033,4302,3844,2752,1601,1546,2604,1594,488
860Z200US61822,27473,13974,13499,1822,1678,1885,1425,1957,3427,3796,3852,1555,1678,2603,1380,415
860Z200US61830,495,246,249,52,17,36,63,17,57,88,46,24,19,43,24,9
860Z200US61831,168,91,77,7,12,0,0,0,6,11,15,14,27,53,20,3
860Z200US61832,33173,15715,17458,2451,2290,2289,2259,1998,3889,3738,3530,2563,1984,3381,2059,742
860Z200US61833,1836,909,927,49,166,127,44,128,232,78,390,139,123,200,120,40
860Z200US61834,8247,5054,3193,256,228,689,302,445,964,1511,945,496,646,1065,549,151
860Z200US61839,613,271,342,36,28,58,60,38,37,98,127,22,28,55,4,22
860Z200US61840,528,293,235,9,27,0,38,0,50,20,28,66,124,69,49,48
860Z200US61841,1161,534,627,33,116,112,55,50,96,196,103,80,52,189,49,30
860Z200US61842,2506,1127,1379,112,99,154,140,65,222,205,437,289,275,292,161,55
860Z200US61843,2207,1111,1096,159,140,143,128,150,389,253,257,181,122,167,113,5
860Z200US61844,772,373,399,11,11,26,99,16,47,36,68,104,112,155,77,10
860Z200US61845,389,209,180,12,50,19,0,0,35,41,4,30,102,73,13,10
860Z200US61846,4896,2676,2220,260,302,267,237,300,528,668,382,341,512,686,249,164
860Z200US61847,1227,595,632,67,81,105,37,31,128,151,187,85,47,127,94,87
860Z200US61848,251,134,117,11,18,15,27,2,17,72,31,12,10,15,21,0
860Z200US61849,2084,1092,992,67,84,238,149,133,139,346,300,144,160,204,73,47
860Z200US61850,406,206,200,34,13,16,22,45,35,27,65,18,33,63,33,2
860Z200US61851,316,158,158,15,12,15,13,13,30,63,59,17,22,33,22,2
860Z200US61852,159,80,79,4,8,3,5,2,21,12,14,70,4,8,4,4
860Z200US61853,13921,6873,7048,971,1230,1494,829,685,1394,2102,1797,947,764,1176,441,91
860Z200US61854,1228,562,666,70,28,64,86,49,117,131,189,156,76,194,64,4
860Z200US61855,128,52,76,0,5,14,6,0,9,0,28,29,7,0,4,26
860Z200US61856,8179,4161,4018,537,712,417,413,395,995,977,746,623,674,988,461,241
860Z200US61857,159,82,77,4,4,12,9,5,17,4,39,15,21,24,5,0
860Z200US61858,2829,1270,1559,255,163,270,194,147,324,309,343,180,123,324,151,46
860Z200US61859,1374,689,685,48,112,94,55,119,176,118,200,125,69,141,103,14
860Z200US61862,637,333,304,7,50,94,25,23,63,48,70,56,36,113,31,21
860Z200US61863,866,442,424,42,89,64,35,7,59,164,109,54,63,123,49,8
860Z200US61864,1743,887,856,88,92,157,166,129,183,234,266,77,100,119,107,25
860Z200US61865,1505,774,731,112,124,185,86,55,184,190,238,71,53,141,49,17
860Z200US61866,13631,6393,7238,1182,768,840,1158,1025,1694,1722,1505,960,983,1046,464,284
860Z200US61870,1155,598,557,53,64,42,117,82,134,129,113,88,145,106,39,43
860Z200US61871,387,196,191,17,33,18,13,34,43,53,38,30,25,47,22,14
860Z200US61872,536,271,265,23,22,8,11,5,33,30,43,80,105,127,24,25
860Z200US61873,5833,2803,3030,354,291,680,377,279,529,917,593,315,671,578,188,61
860Z200US61874,8572,3701,4871,539,491,543,401,1024,1229,1074,910,293,384,1066,260,358
860Z200US61875,1000,511,489,85,150,40,101,94,91,148,107,67,26,72,19,0
860Z200US61876,660,301,359,66,60,34,23,57,75,41,72,37,60,73,60,2
860Z200US61877,1287,620,667,106,80,79,37,74,158,181,151,82,103,112,91,33
860Z200US61878,1225,587,638,60,73,34,30,89,135,128,160,186,66,167,90,7
860Z200US61880,4454,2017,2437,117,180,296,435,509,590,737,491,284,337,258,162,58
860Z200US61882,659,382,277,25,39,53,70,10,54,75,114,63,28,101,27,0
860Z200US61883,4412,1996,2416,259,379,362,303,168,518,629,554,275,272,477,146,70
860Z200US61884,1046,557,489,0,23,30,15,172,105,83,228,111,119,84,30,46
860Z200US61910,4732,2317,2415,305,317,572,474,310,409,571,500,331,245,421,198,79
860Z200US61911,4703,2290,2413,428,329,364,380,373,631,437,374,175,262,462,286,202
860Z200US61912,1214,557,657,55,66,53,39,104,122,157,166,102,107,176,39,28
860Z200US61913,1470,641,829,85,75,126,120,50,115,223,141,116,130,164,109,16
860Z200US61914,1976,954,1022,122,176,117,100,88,177,195,289,78,180,252,154,48
860Z200US61917,534,273,261,37,35,19,23,17,57,16,88,43,54,97,29,19
860Z200US61919,789,385,404,29,44,65,28,13,69,104,75,88,72,126,62,14
860Z200US61920,21341,10154,11187,928,786,883,2361,4436,3056,2043,1935,1165,1095,1484,729,440
860Z200US61924,2343,1206,1137,177,174,148,86,71,308,216,314,218,125,177,220,109
860Z200US61925,1254,695,559,49,121,64,101,73,143,139,182,204,85,80,13,0
860Z200US61928,705,321,384,69,35,47,27,4,110,78,70,90,75,69,24,7
860Z200US61929,661,356,305,21,67,55,18,15,106,63,71,22,51,82,65,25
860Z200US61930,695,321,374,61,49,34,49,35,96,83,75,47,45,75,39,7
860Z200US61931,1433,657,776,87,118,197,55,33,207,159,92,70,62,179,76,98
860Z200US61932,512,246,266,42,14,30,34,42,37,60,65,39,41,78,21,9
860Z200US61933,1155,584,571,41,39,118,116,49,66,167,159,106,119,117,40,18
860Z200US61936,360,166,194,21,46,0,64,0,0,101,34,44,0,41,9,0
860Z200US61937,1716,837,879,67,147,134,66,90,196,260,184,107,148,224,87,6
860Z200US61938,20816,10363,10453,1112,1125,1481,1217,1183,2426,2609,2538,1545,1327,2453,1157,643
860Z200US61940,299,164,135,5,5,24,21,2,20,48,37,6,48,62,20,1
860Z200US61941,199,100,99,0,34,34,0,0,109,0,0,0,11,11,0,0
860Z200US61942,969,470,499,60,32,33,25,10,67,102,58,82,108,155,52,185
860Z200US61943,1525,735,790,45,78,64,119,98,119,106,205,152,170,208,112,49
860Z200US61944,11703,5744,5959,502,449,775,706,651,1324,1527,1387,826,919,1531,801,305
860Z200US61949,152,72,80,5,6,9,0,11,6,13,22,40,12,18,8,2
860Z200US61951,7871,3853,4018,491,507,650,616,289,829,908,998,574,528,878,466,137
860Z200US61953,6193,3249,2944,376,318,409,459,421,792,852,863,388,367,429,352,167
860Z200US61955,219,117,102,25,19,18,22,3,23,13,40,14,8,16,15,3
860Z200US61956,2936,1480,1456,137,118,170,165,188,357,336,384,199,223,493,128,38
860Z200US61957,1648,829,819,70,115,149,51,105,141,283,122,138,124,168,140,42
860Z200US62001,1606,782,824,61,54,64,78,48,177,123,195,157,169,226,168,86
860Z200US62002,30913,14901,16012,1589,2204,1993,1830,1198,4009,3912,3730,2191,2496,3634,1507,620
860Z200US62006,553,302,251,41,34,79,12,15,84,76,35,41,21,45,61,9
860Z200US62009,1820,990,830,73,131,158,125,105,199,345,163,115,57,188,74,87
860Z200US62010,11264,5409,5855,614,897,648,659,379,1674,1428,1239,740,684,1026,1053,223
860Z200US62011,241,122,119,0,18,28,5,3,16,25,10,2,9,72,47,6
860Z200US62012,6713,3602,3111,351,395,475,434,332,700,942,974,455,402,819,300,134
860Z200US62013,579,254,325,16,29,18,69,6,120,85,91,22,23,36,21,43
860Z200US62014,3986,2060,1926,344,272,195,230,234,564,462,497,413,275,296,144,60
860Z200US62015,543,242,301,27,25,66,44,2,18,158,45,19,73,44,18,4
860Z200US62016,3549,1853,1696,228,207,171,190,232,392,414,543,202,243,446,210,71
860Z200US62017,896,474,422,33,24,54,66,31,141,172,54,58,65,94,63,41
860Z200US62018,2940,1499,1441,188,217,230,145,104,385,570,429,238,113,175,107,39
860Z200US62019,391,239,152,18,13,6,15,2,30,15,125,22,32,104,7,2
860Z200US62021,733,388,345,13,36,24,22,0,69,56,54,100,204,79,53,23
860Z200US62022,1072,546,526,25,63,41,78,26,199,167,119,86,98,113,40,17
860Z200US62023,117,67,50,0,10,20,16,5,11,16,8,8,1,17,3,2
860Z200US62024,9544,5022,4522,469,473,549,456,503,1613,729,1636,725,624,1168,468,131
860Z200US62025,34663,16915,17748,1965,2173,2386,2998,4126,3819,4316,4368,1991,2023,2610,1470,418
860Z200US62026,1175,521,654,0,0,0,877,287,11,0,0,0,0,0,0,0
860Z200US62027,540,279,261,20,8,19,83,29,19,110,70,25,70,61,21,5
860Z200US62028,1027,545,482,8,7,33,179,399,52,14,26,19,29,234,25,2
860Z200US62030,123,58,65,0,8,11,11,4,0,21,17,8,23,18,2,0
860Z200US62031,778,441,337,24,31,53,68,22,67,105,101,71,47,115,53,21
860Z200US62032,661,350,311,4,47,98,27,36,22,75,74,38,61,100,59,20
860Z200US62033,4559,2294,2265,388,359,223,167,133,626,463,680,302,371,439,241,167
860Z200US62034,14568,7253,7315,876,931,1142,750,836,1564,1899,1945,729,1004,1515,857,520
860Z200US62035,16046,7944,8102,679,728,653,708,868,1828,1482,1921,1662,1161,2398,1397,561
860Z200US62036,558,271,287,4,7,10,25,59,2,19,139,27,50,144,38,34
860Z200US62037,1694,880,814,74,50,47,99,39,179,141,269,156,141,288,175,36
860Z200US62040,40912,20401,20511,2391,2547,2678,2387,2059,5959,4953,5031,2701,3377,4082,1946,801
860Z200US62044,2257,1024,1233,75,206,152,148,138,183,362,289,158,159,196,170,21
860Z200US62045,543,287,256,5,39,26,8,6,8,46,4,153,27,116,103,2
860Z200US62046,884,409,475,69,77,80,86,33,108,173,46,23,22,71,57,39
860Z200US62047,1623,849,774,123,37,155,83,63,193,80,266,102,214,190,64,53
860Z200US62048,1846,845,1001,77,162,180,200,49,148,288,224,75,70,161,83,129
860Z200US62049,8698,5530,3168,193,455,433,411,520,1396,1390,1137,643,450,855,537,278
860Z200US62050,343,130,213,8,9,10,0,15,112,44,27,36,34,17,31,0
860Z200US62051,735,335,400,28,21,26,64,76,18,60,63,111,142,90,28,8
860Z200US62052,12627,5982,6645,686,628,1137,721,751,1398,1374,1581,1240,830,1096,886,299
860Z200US62053,410,187,223,14,32,56,77,7,17,54,52,16,19,28,28,10
860Z200US62054,361,217,144,11,7,13,42,13,41,38,33,8,46,55,42,12
860Z200US62056,8751,4305,4446,616,366,464,454,435,1081,889,1220,637,724,994,580,291
860Z200US62058,807,417,390,33,67,69,14,33,106,97,88,55,68,82,81,14
860Z200US62059,627,240,387,59,90,43,3,20,128,57,65,45,14,84,9,10
860Z200US62060,3662,1494,2168,160,306,44,86,132,732,355,378,466,337,461,160,45
