GEOID,poptotal,gender_male,gender_female,age_0to4,age_5to9,age_10to14,age_15to19,age_20to24,age_25to34,age_35to44,age_45to54,age_55to59,age_60to64,age_65to74,age_75to84,age_85plus
860Z200US62061,1638,867,771,97,89,131,101,46,257,193,140,128,130,215,54,57
860Z200US62062,8336,4078,4258,320,404,392,263,459,942,895,1226,1039,612,1098,454,232
860Z200US62063,723,374,349,29,9,19,39,16,59,103,100,106,80,107,33,23
860Z200US62067,2109,935,1174,18,83,165,187,119,67,157,514,144,168,313,174,0
860Z200US62069,3210,1604,1606,113,142,197,175,149,264,422,422,171,374,486,172,123
860Z200US62074,1228,588,640,21,115,138,67,9,80,153,213,146,77,126,71,12
860Z200US62075,3122,1514,1608,151,281,194,177,206,419,344,278,237,235,302,206,92
860Z200US62076,73,33,40,0,4,0,3,0,2,0,2,7,16,33,4,2
860Z200US62077,246,107,139,9,16,9,6,7,32,20,30,17,45,37,11,7
860Z200US62078,84,33,51,9,1,4,3,3,13,6,23,4,9,5,4,0
860Z200US62079,297,138,159,0,0,56,78,0,0,58,61,44,0,0,0,0
860Z200US62080,2569,1180,1389,138,193,204,188,119,227,296,213,159,355,250,167,60
860Z200US62081,377,120,257,43,17,39,38,11,77,4,60,20,20,35,11,2
860Z200US62082,2484,1470,1014,150,182,116,85,124,322,195,250,201,312,327,185,35
860Z200US62083,148,83,65,0,0,0,0,38,0,0,0,85,13,12,0,0
860Z200US62084,1520,740,780,87,77,66,96,47,196,257,170,171,104,146,85,18
860Z200US62085,176,70,106,21,7,6,10,9,19,9,8,17,19,40,7,4
860Z200US62086,1249,567,682,37,70,55,58,57,170,161,176,114,120,145,83,3
860Z200US62087,2121,1007,1114,119,134,226,105,224,273,271,253,120,108,146,124,18
860Z200US62088,6310,3084,3226,175,290,431,406,361,598,915,695,544,686,638,282,289
860Z200US62089,605,303,302,40,15,13,19,18,61,19,55,81,73,108,81,22
860Z200US62090,1117,514,603,91,46,93,41,126,80,146,102,96,95,114,38,49
860Z200US62091,478,208,270,60,68,66,4,4,28,116,42,16,31,42,1,0
860Z200US62092,2586,1261,1325,123,129,246,163,144,266,241,304,245,248,246,131,100
860Z200US62093,550,348,202,16,15,56,39,34,63,108,61,44,28,46,32,8
860Z200US62094,902,460,442,39,97,125,54,29,87,100,104,65,45,97,29,31
860Z200US62095,10703,5121,5582,681,885,506,387,710,1942,1240,1204,767,744,877,475,285
860Z200US62097,2907,1543,1364,70,72,191,301,48,419,318,475,306,188,375,123,21
860Z200US62098,32,11,21,0,0,0,0,0,0,12,6,7,0,7,0,0
860Z200US62201,5237,2159,3078,276,330,406,467,596,564,818,665,132,291,385,192,115
860Z200US62203,6500,3171,3329,155,211,237,354,178,1273,710,840,270,664,1109,454,45
860Z200US62204,6126,2739,3387,438,453,446,496,371,576,530,634,428,599,791,291,73
860Z200US62205,5807,3006,2801,94,313,413,156,368,721,396,799,511,565,602,681,188
860Z200US62206,13433,6246,7187,1161,1011,1650,1121,566,1784,1602,1348,902,754,1017,287,230
860Z200US62207,7345,3096,4249,970,619,460,217,455,1026,752,606,419,499,687,549,86
860Z200US62208,16898,8512,8386,656,1127,1165,1191,1084,2004,2490,2260,915,1217,1849,583,357
860Z200US62214,1141,586,555,96,58,53,48,56,230,98,78,84,162,114,53,11
860Z200US62215,2094,1080,1014,110,104,154,175,113,273,230,318,156,136,207,81,37
860Z200US62216,2944,1410,1534,240,142,187,257,100,394,376,380,202,205,237,145,79
860Z200US62217,752,417,335,39,62,32,24,52,72,46,107,53,58,108,94,5
860Z200US62218,1944,943,1001,124,121,166,143,49,123,307,331,111,195,180,53,41
860Z200US62219,963,500,463,50,73,45,14,17,167,128,109,74,63,125,82,16
860Z200US62220,18160,8672,9488,1310,917,1417,1027,866,2088,2894,1986,1234,1429,1915,641,436
860Z200US62221,30512,14818,15694,1334,1761,2303,2615,1993,4044,3571,3949,2665,2046,2647,1068,516
860Z200US62223,16353,8091,8262,804,888,827,773,874,1784,2389,2134,1369,1480,1605,924,502
860Z200US62225,5595,2961,2634,663,723,630,406,651,1040,967,340,119,27,23,6,0
860Z200US62226,29504,14558,14946,1765,1646,1781,1441,2168,4469,3146,3752,2144,2408,2920,1171,693
860Z200US62230,6416,3223,3193,481,465,298,329,314,877,820,709,551,450,633,295,194
860Z200US62231,6608,3301,3307,351,369,339,394,573,739,935,782,357,425,898,339,107
860Z200US62232,7154,3661,3493,385,335,433,310,354,874,1073,1198,723,535,580,246,108
860Z200US62233,8911,6088,2823,275,146,397,382,586,1590,1474,1383,576,748,760,355,239
860Z200US62234,32637,15874,16763,1869,1708,2222,2121,1764,4379,4600,4382,2291,2279,3151,1348,523
860Z200US62236,14481,7209,7272,1063,794,1151,1045,378,1672,1835,2109,1310,995,1163,635,331
860Z200US62237,2276,1235,1041,83,110,102,103,87,207,194,228,239,218,366,253,86
860Z200US62238,536,260,276,14,50,58,49,32,52,72,65,31,39,54,16,4
860Z200US62239,4038,1772,2266,190,238,138,187,269,447,555,679,358,282,407,236,52
860Z200US62240,2253,1284,969,426,245,218,88,49,405,254,126,49,125,164,60,44
860Z200US62241,759,422,337,20,18,31,61,40,61,64,111,102,74,119,51,7
860Z200US62242,1476,819,657,118,107,121,113,19,113,219,147,77,122,241,39,40
860Z200US62243,6026,2984,3042,174,441,405,426,257,564,726,739,590,439,689,418,158
860Z200US62244,827,429,398,31,59,38,29,12,43,126,97,72,133,169,10,8
860Z200US62245,1706,877,829,46,75,116,151,78,173,200,264,114,157,179,124,29
860Z200US62246,9926,5586,4340,214,437,529,916,839,1195,1427,1308,604,637,901,561,358
860Z200US62248,554,278,276,30,48,41,34,42,88,80,80,28,27,22,24,10
860Z200US62249,16671,8380,8291,1046,1033,1047,865,709,2096,2408,1943,1190,1555,1569,804,406
860Z200US62250,692,400,292,20,82,94,35,16,123,71,27,31,103,35,36,19
860Z200US62253,744,354,390,38,21,39,80,27,46,114,120,43,54,109,24,29
860Z200US62254,6532,3117,3415,170,322,385,457,962,710,661,782,573,370,670,365,105
860Z200US62255,1092,560,532,70,118,69,91,69,113,107,143,110,58,97,25,22
860Z200US62256,52,21,31,0,1,14,4,5,0,11,7,3,2,4,0,1
860Z200US62257,1963,969,994,90,72,117,172,58,156,229,235,124,204,349,127,30
860Z200US62258,10234,5071,5163,693,722,761,609,662,1174,1631,1263,818,547,822,371,161
860Z200US62260,6816,3315,3501,378,390,224,644,174,838,821,996,542,652,655,370,132
860Z200US62261,41,33,8,0,0,0,0,0,0,0,0,0,14,27,0,0
860Z200US62262,1743,885,858,123,40,166,98,67,129,183,203,176,93,294,102,69
860Z200US62263,5046,2422,2624,211,300,258,286,182,633,620,736,347,414,551,403,105
860Z200US62264,3487,1860,1627,235,137,264,230,167,422,508,430,226,327,320,157,64
860Z200US62265,4347,2024,2323,217,288,321,137,246,538,297,892,622,202,364,191,32
860Z200US62266,12,12,0,0,0,0,0,0,0,0,0,0,12,0,0,0
860Z200US62268,974,531,443,39,35,33,119,68,82,98,133,103,86,87,57,34
860Z200US62269,35619,17237,18382,2716,2671,2805,2254,1502,4417,5312,4863,1739,1889,3054,1639,758
860Z200US62271,1990,947,1043,119,144,128,182,102,171,297,235,138,79,223,110,62
860Z200US62272,1889,1035,854,153,172,221,133,161,180,169,250,110,98,128,95,19
860Z200US62273,248,134,114,10,7,6,10,2,45,16,13,24,25,80,2,8
860Z200US62274,8302,5172,3130,374,267,352,443,378,1645,1434,991,598,435,843,324,218
860Z200US62275,3264,1563,1701,260,179,237,144,163,416,422,287,345,300,321,103,87
860Z200US62277,951,508,443,38,47,79,44,37,99,131,119,112,67,118,59,1
860Z200US62278,6504,3156,3348,429,468,397,397,340,708,808,775,482,367,738,350,245
860Z200US62279,68,22,46,11,11,0,0,0,13,11,0,0,12,0,10,0
860Z200US62280,541,281,260,32,45,56,25,7,32,117,66,30,59,17,53,2
860Z200US62281,3206,1601,1605,435,346,165,186,73,448,471,520,185,136,162,46,33
860Z200US62282,649,347,302,34,37,28,15,22,85,109,70,53,39,102,51,4
860Z200US62284,740,394,346,51,106,39,28,29,134,52,60,108,53,57,13,10
860Z200US62285,4624,2267,2357,226,372,315,283,117,666,592,583,343,254,583,243,47
860Z200US62286,5363,2850,2513,217,249,345,445,370,538,797,567,290,445,678,268,154
860Z200US62288,2665,1274,1391,81,114,249,202,151,255,257,326,194,165,374,166,131
860Z200US62289,332,157,175,13,15,17,13,11,44,63,66,24,25,24,11,6
860Z200US62292,979,526,453,105,59,10,33,79,190,150,97,66,61,72,44,13
860Z200US62293,4298,2178,2120,215,362,290,182,240,515,599,671,214,265,434,212,99
860Z200US62294,14827,6843,7984,1106,864,1089,827,475,1998,2310,1951,1111,1147,1237,458,254
860Z200US62295,1563,749,814,42,72,153,122,95,167,270,174,130,97,167,63,11
860Z200US62297,325,177,148,13,0,0,30,11,21,14,55,18,39,71,53,0
860Z200US62298,17024,8390,8634,900,904,1089,796,1062,1856,2195,2059,1382,1409,1975,897,500
860Z200US62301,31614,15342,16272,2099,1954,1737,1599,2144,4727,3713,3482,2003,2078,3462,1675,941
860Z200US62305,18922,9188,9734,994,1189,1390,1141,734,1691,2106,2292,1629,1491,2113,1458,694
860Z200US62311,799,425,374,63,39,45,55,34,100,48,109,98,68,49,60,31
860Z200US62312,1887,862,1025,180,119,203,51,130,256,184,245,100,101,163,93,62
860Z200US62313,323,188,135,2,32,21,9,0,12,42,105,21,15,45,19,0
860Z200US62314,592,301,291,23,36,47,59,29,61,115,97,42,10,56,17,0
860Z200US62316,863,448,415,87,75,79,35,24,144,84,80,29,98,64,51,13
860Z200US62319,220,122,98,16,1,9,1,0,23,8,12,45,29,50,12,14
860Z200US62320,2457,1275,1182,138,171,280,275,63,249,327,324,113,130,181,124,82
860Z200US62321,3721,1914,1807,124,147,274,197,179,432,462,352,294,277,493,310,180
860Z200US62323,190,122,68,0,5,11,15,12,11,22,57,6,12,23,16,0
860Z200US62324,1480,865,615,98,94,114,106,70,156,134,162,91,158,212,68,17
860Z200US62325,479,254,225,13,46,59,41,16,45,111,70,18,1,39,5,15
860Z200US62326,2441,1356,1085,157,164,194,206,135,174,373,263,156,115,268,207,29
860Z200US62330,1468,764,704,47,78,75,96,91,88,123,316,106,110,197,112,29
860Z200US62334,193,115,78,8,22,5,2,19,23,15,42,22,13,13,8,1
860Z200US62336,85,50,35,2,13,0,0,3,14,3,5,10,13,5,13,4
860Z200US62338,1157,640,517,0,34,77,108,90,86,79,326,47,76,76,143,15
860Z200US62339,1019,479,540,82,64,41,64,32,175,114,106,63,30,107,87,54
860Z200US62340,1697,872,825,100,61,81,121,108,118,247,257,103,130,201,108,62
860Z200US62341,3536,1595,1941,184,240,297,172,139,367,422,418,350,221,334,267,125
860Z200US62343,821,356,465,44,63,59,30,31,181,123,70,27,44,76,55,18
860Z200US62344,19,5,14,0,0,0,0,0,0,0,4,0,0,10,5,0
860Z200US62345,329,175,154,31,7,22,23,28,38,24,47,11,23,46,21,8
860Z200US62346,155,83,72,3,3,0,21,11,18,16,21,10,0,25,16,11
860Z200US62347,1793,908,885,92,116,120,122,13,168,248,192,230,127,205,127,33
860Z200US62348,208,94,114,18,17,6,1,11,28,29,19,41,14,18,6,0
860Z200US62349,706,328,378,49,41,12,22,16,76,69,59,86,82,144,31,19
860Z200US62351,1940,980,960,65,248,182,91,52,189,279,258,107,90,254,96,29
860Z200US62352,262,136,126,23,19,18,9,32,36,3,25,29,11,21,36,0
860Z200US62353,4993,3481,1512,265,225,201,158,486,1038,805,641,341,240,325,174,94
860Z200US62354,1362,725,637,38,70,81,82,91,125,171,46,102,133,275,88,60
860Z200US62355,875,516,359,25,57,74,31,37,43,206,90,60,63,114,62,13
860Z200US62356,669,377,292,29,48,75,168,19,45,18,108,61,33,43,18,4
860Z200US62357,329,138,191,17,10,42,8,9,48,72,28,14,26,37,9,9
860Z200US62358,617,356,261,32,51,33,64,32,47,55,132,51,23,61,27,9
860Z200US62359,155,92,63,0,0,0,42,27,0,20,24,9,0,21,12,0
860Z200US62360,2002,961,1041,199,241,162,109,79,276,186,195,204,92,98,138,23
860Z200US62361,353,208,145,90,7,4,17,3,40,21,36,41,13,63,18,0
860Z200US62362,373,186,187,1,25,29,27,11,42,26,75,30,11,45,38,13
860Z200US62363,5268,2553,2715,192,371,271,246,283,619,598,485,526,359,611,368,339
860Z200US62365,454,293,161,42,32,17,14,11,78,24,44,84,41,54,10,3
860Z200US62366,1541,850,691,160,112,117,110,94,191,197,176,104,70,156,47,7
860Z200US62367,1287,719,568,35,52,38,58,195,84,97,186,88,100,204,99,51
860Z200US62370,320,124,196,12,21,9,6,14,28,25,44,38,41,57,5,20
860Z200US62373,279,163,116,13,0,0,18,54,4,7,45,21,45,53,19,0
860Z200US62374,274,182,92,4,3,0,2,0,76,37,54,25,37,19,17,0
860Z200US62375,507,267,240,17,25,64,0,23,11,95,71,70,2,96,14,19
860Z200US62376,992,498,494,62,77,53,49,25,99,137,142,119,101,91,37,0
860Z200US62378,822,315,507,17,62,65,75,23,116,122,100,22,51,86,58,25
860Z200US62379,1829,845,984,152,91,137,99,48,217,168,213,120,161,333,62,28
860Z200US62380,424,181,243,51,2,46,36,70,10,80,22,24,34,19,19,11
860Z200US62401,19258,9371,9887,1345,1247,1368,1003,1051,2541,2248,2190,1495,1265,1945,940,620
860Z200US62410,1499,827,672,141,124,144,81,89,159,176,171,86,125,119,49,35
860Z200US62411,4218,2160,2058,154,253,412,269,103,561,580,531,162,256,534,180,223
860Z200US62413,251,137,114,0,4,0,3,12,11,5,60,43,30,68,10,5
860Z200US62414,1580,776,804,69,91,58,146,85,196,220,127,142,105,164,91,86
860Z200US62417,2672,1383,1289,140,185,238,168,149,267,277,461,162,186,180,197,62
860Z200US62418,2146,1087,1059,199,144,137,138,67,355,285,294,123,97,137,120,50
860Z200US62419,203,104,99,10,20,1,10,22,16,24,26,13,27,23,8,3
860Z200US62420,4070,1924,2146,272,154,337,173,216,485,443,498,275,303,479,236,199
860Z200US62421,496,261,235,25,21,24,49,0,41,47,54,25,38,98,70,4
860Z200US62422,994,469,525,68,60,84,59,63,86,118,141,96,67,87,41,24
860Z200US62423,654,360,294,0,209,0,3,0,113,103,37,36,57,33,63,0
860Z200US62424,2447,1281,1166,211,243,225,168,124,294,339,302,178,151,136,50,26
860Z200US62425,665,416,249,14,36,84,31,41,56,93,157,63,55,21,7,7
860Z200US62426,722,394,328,41,12,23,43,42,74,45,78,44,105,164,49,2
860Z200US62427,2010,865,1145,114,255,97,92,83,241,311,171,163,119,181,158,25
860Z200US62428,2944,1369,1575,168,200,279,192,121,275,456,374,210,132,266,144,127
860Z200US62431,926,468,458,39,94,91,66,22,135,67,145,60,15,128,44,20
860Z200US62432,759,271,488,40,10,107,102,8,30,168,64,58,99,37,34,2
860Z200US62433,1114,564,550,58,30,35,102,64,134,158,147,78,118,111,74,5
860Z200US62434,369,220,149,0,11,24,25,21,53,19,47,46,13,48,53,9
860Z200US62436,781,374,407,70,20,17,25,39,125,29,55,67,159,127,48,0
860Z200US62438,177,103,74,0,9,9,0,0,20,30,0,27,25,31,11,15
860Z200US62439,7077,3529,3548,374,329,513,376,439,944,943,847,329,491,783,493,216
860Z200US62440,1003,525,478,53,19,22,29,82,73,78,110,185,156,158,35,3
860Z200US62441,6994,3605,3389,468,403,314,525,290,819,607,1033,551,568,827,407,182
860Z200US62442,2672,1274,1398,124,173,243,191,133,211,404,240,285,209,285,139,35
860Z200US62443,1770,882,888,138,130,61,108,104,246,146,235,129,188,179,94,12
860Z200US62444,397,196,201,7,9,22,40,10,46,32,39,0,18,115,46,13
860Z200US62445,1107,648,459,73,40,74,139,71,101,172,116,54,100,80,34,53
860Z200US62446,393,226,167,27,29,43,29,9,54,54,56,8,27,30,25,2
860Z200US62447,3199,1560,1639,184,162,219,175,174,416,388,362,172,207,420,202,118
860Z200US62448,5316,2760,2556,311,301,335,328,267,567,611,745,292,473,662,281,143
860Z200US62449,2904,1494,1410,133,143,163,102,112,345,271,357,356,146,451,234,91
860Z200US62450,12551,6111,6440,791,677,930,848,687,1301,1462,1427,994,859,1332,884,359
860Z200US62451,2133,1034,1099,113,114,137,156,77,176,231,275,176,217,309,133,19
860Z200US62452,297,151,146,22,11,8,6,19,25,36,23,19,28,51,47,2
860Z200US62454,10548,6063,4485,532,592,537,530,601,1622,1566,1439,660,673,1015,487,294
860Z200US62458,2484,1211,1273,109,171,187,149,183,205,207,454,170,169,284,145,51
860Z200US62459,335,158,177,39,27,42,14,35,44,44,44,10,15,9,8,4
860Z200US62460,1036,526,510,50,73,39,48,58,132,124,112,120,89,79,81,31
860Z200US62461,716,404,312,49,43,22,8,13,116,84,45,92,57,82,88,17
860Z200US62462,1230,683,547,185,74,80,43,34,206,169,160,55,37,89,57,41
860Z200US62463,1065,509,556,49,72,35,95,61,107,109,131,43,77,194,47,45
860Z200US62464,157,103,54,7,19,4,21,24,10,14,33,5,4,8,5,3
860Z200US62465,780,378,402,39,49,48,44,55,90,75,107,28,102,96,28,19
860Z200US62466,4509,3291,1218,197,86,209,130,329,961,758,607,384,306,465,55,22
860Z200US62467,3948,2038,1910,215,199,228,363,288,537,393,522,328,328,283,178,86
860Z200US62468,2491,1305,1186,157,166,108,130,155,313,225,395,225,154,275,95,93
860Z200US62469,368,246,122,12,31,9,66,0,26,15,32,76,49,14,38,0
860Z200US62471,10067,5764,4303,579,410,497,531,682,1419,1391,1324,850,695,951,565,173
860Z200US62473,1120,563,557,34,52,67,55,58,117,120,132,124,115,173,64,9
860Z200US62474,635,302,333,6,40,28,53,35,66,39,91,43,46,141,37,10
860Z200US62475,395,210,185,62,48,0,0,55,50,17,41,16,81,25,0,0
860Z200US62476,1484,759,725,48,88,107,81,97,117,190,175,115,168,187,64,47
860Z200US62477,778,380,398,43,80,56,23,111,40,147,62,9,63,93,13,38
860Z200US62478,291,140,151,0,18,11,21,15,11,40,36,19,57,24,19,20
860Z200US62479,812,434,378,101,99,63,5,11,155,106,21,48,40,84,16,63
860Z200US62480,552,267,285,36,61,34,16,30,38,37,79,61,23,57,74,6
860Z200US62481,298,144,154,14,24,12,12,9,16,22,57,74,12,31,15,0
860Z200US62501,2176,1075,1101,124,77,185,120,120,144,241,306,198,192,381,75,13
860Z200US62510,1775,926,849,66,71,181,153,220,77,217,203,60,92,276,129,30
860Z200US62512,609,315,294,26,28,72,43,62,56,80,63,33,45,56,45,0
860Z200US62513,1545,712,833,127,116,119,53,81,133,182,235,132,63,179,89,36
860Z200US62514,365,174,191,25,46,51,4,16,61,37,42,17,16,45,5,0
860Z200US62515,1086,575,511,13,84,73,70,6,51,126,186,88,77,223,45,44
860Z200US62517,272,123,149,6,13,35,26,25,48,35,40,5,13,16,6,4
860Z200US62518,149,76,73,0,13,0,0,14,7,0,0,7,28,30,42,8
860Z200US62519,54,25,29,0,0,0,0,0,45,0,0,0,0,9,0,0
860Z200US62520,1429,656,773,96,80,113,27,52,152,140,157,165,113,179,129,26
860Z200US62521,33785,16660,17125,2116,2119,2150,2346,1707,4060,3385,3532,2576,2751,3901,2032,1110
860Z200US62522,14479,6700,7779,1083,777,793,1405,1181,1867,1574,1490,1032,871,1449,714,243
860Z200US62523,1096,715,381,63,47,0,46,142,284,205,113,48,70,59,19,0
860Z200US62526,31039,14123,16916,1472,1475,1663,1385,2163,4103,3588,3847,2261,2067,3803,2037,1175
860Z200US62530,1366,685,681,106,95,70,54,42,219,212,121,97,92,160,86,12
860Z200US62531,1924,1041,883,87,125,88,116,72,287,258,255,188,131,207,72,38
860Z200US62532,101,29,72,8,0,0,8,0,0,20,4,4,23,18,10,6
860Z200US62533,773,341,432,92,91,31,15,53,70,112,88,48,61,89,17,6
860Z200US62534,1157,649,508,97,66,29,50,82,78,158,155,72,111,146,87,26
860Z200US62535,3674,1940,1734,318,364,172,260,142,266,513,514,207,222,373,206,117
860Z200US62536,720,457,263,42,33,8,38,0,69,59,53,138,133,133,14,0
860Z200US62537,261,124,137,0,30,10,22,10,60,10,33,26,29,22,7,2
860Z200US62538,483,223,260,70,19,18,18,10,77,38,45,20,38,79,47,4
860Z200US62539,1273,651,622,97,96,107,48,37,154,159,110,75,122,183,71,14
860Z200US62540,1281,658,623,49,46,47,64,92,120,123,190,145,196,109,56,44
860Z200US62541,46,17,29,0,0,0,0,0,16,0,0,0,17,0,13,0
860Z200US62543,509,273,236,34,12,29,26,95,36,40,101,43,26,48,16,3
860Z200US62544,1605,740,865,118,116,95,72,77,231,165,161,110,136,210,72,42
860Z200US62545,1356,724,632,66,43,34,57,124,172,125,250,114,121,187,45,18
860Z200US62546,1506,778,728,94,98,147,58,119,161,95,206,112,112,177,79,48
860Z200US62547,924,515,409,70,42,135,37,28,106,181,133,22,55,37,72,6
860Z200US62548,2323,1007,1316,129,280,137,152,72,207,358,286,167,129,150,146,110
860Z200US62549,6535,3296,3239,392,756,712,344,257,390,1362,500,375,384,625,282,156
860Z200US62550,2933,1411,1522,213,238,238,217,78,396,315,375,207,167,296,134,59
860Z200US62551,929,527,402,139,72,48,65,28,108,115,165,18,20,112,24,15
860Z200US62553,318,164,154,14,25,9,5,5,48,37,19,23,60,55,4,14
860Z200US62554,2024,914,1110,201,46,220,163,59,276,235,425,83,86,160,67,3
860Z200US62555,613,288,325,27,32,29,68,14,63,62,99,85,65,22,22,25
860Z200US62556,326,156,170,12,11,26,28,6,17,33,64,11,26,69,20,3
860Z200US62557,7042,3468,3574,379,518,470,330,320,740,635,849,654,478,899,584,186
860Z200US62558,3430,1778,1652,117,174,206,197,258,342,346,685,242,129,408,270,56
860Z200US62560,1299,615,684,100,99,121,100,66,111,136,182,96,87,138,43,20
860Z200US62561,5212,2340,2872,442,222,275,374,193,610,615,776,398,285,464,363,195
860Z200US62563,5985,2956,3029,284,397,493,520,169,472,661,927,418,510,825,174,135
860Z200US62565,7528,3508,4020,312,455,591,328,415,579,935,890,630,521,1069,452,351
860Z200US62567,912,502,410,28,36,36,23,50,138,111,110,98,68,113,46,55
860Z200US62568,16536,8739,7797,1046,983,661,974,826,2251,2205,2149,1303,1028,1662,1059,389
860Z200US62570,811,349,462,18,204,30,64,64,114,104,113,37,21,23,18,1
860Z200US62571,1428,721,707,57,51,55,87,38,148,98,205,111,273,182,122,1
860Z200US62572,555,280,275,26,28,23,57,76,7,60,162,34,27,36,11,8
860Z200US62573,1465,694,771,29,64,154,248,118,89,180,137,108,66,197,46,29
860Z200US62601,335,144,191,13,4,18,85,23,46,62,42,20,17,5,0,0
860Z200US62610,163,79,84,15,7,3,14,6,20,16,21,19,5,7,20,10
860Z200US62611,1343,683,660,70,106,181,43,50,201,217,95,32,87,180,61,20
860Z200US62612,1491,684,807,91,55,80,101,87,189,148,204,81,157,196,78,24
860Z200US62613,4023,1878,2145,301,440,227,285,202,448,497,443,296,408,327,146,3
860Z200US62615,5514,2708,2806,318,408,392,353,295,859,846,487,493,308,417,234,104
860Z200US62617,518,207,311,24,15,8,18,13,55,46,86,69,55,93,34,2
860Z200US62618,7462,3769,3693,466,578,468,521,547,956,945,856,660,386,644,313,122
860Z200US62621,1143,595,548,47,57,58,82,36,127,155,139,91,128,137,76,10
860Z200US62622,50,19,31,0,23,0,0,0,8,11,0,8,0,0,0,0
860Z200US62624,321,177,144,38,17,4,14,13,18,40,31,26,62,52,6,0
860Z200US62625,951,477,474,44,38,37,52,66,111,73,149,129,18,198,36,0
860Z200US62626,7810,3804,4006,388,438,358,591,712,850,653,927,481,552,1121,421,318
860Z200US62627,1019,605,414,52,43,76,76,88,67,90,211,49,55,91,66,55
860Z200US62628,767,415,352,54,46,41,76,56,70,70,83,59,60,108,35,9
860Z200US62629,15214,6941,8273,1018,1469,1297,993,918,1770,2596,1789,845,792,1035,568,124
860Z200US62630,665,404,261,12,48,36,69,20,77,38,85,68,38,100,74,0
860Z200US62631,254,154,100,9,12,13,2,1,6,6,92,6,11,51,36,9
860Z200US62633,602,226,376,29,23,33,55,98,28,52,107,48,26,35,51,17
860Z200US62634,1038,528,510,55,100,103,24,36,80,197,111,50,111,129,21,21
860Z200US62635,683,338,345,41,78,80,24,9,76,101,54,44,33,65,40,38
860Z200US62638,1389,793,596,52,121,121,104,36,82,146,233,137,115,132,98,12
860Z200US62639,266,148,118,24,12,6,17,19,27,36,17,16,16,34,42,0
860Z200US62640,3446,1694,1752,275,196,181,172,189,396,358,487,196,243,518,134,101
860Z200US62642,1276,641,635,59,85,56,134,42,96,181,148,129,110,97,87,52
860Z200US62643,673,360,313,82,92,3,53,32,71,111,98,33,22,41,21,14
860Z200US62644,4745,2535,2210,213,176,444,244,160,600,582,504,460,274,546,387,155
860Z200US62649,415,193,222,24,23,33,10,5,35,60,61,40,30,52,18,24
860Z200US62650,24964,12570,12394,1242,1304,1304,1848,1940,3330,2981,2633,1629,1796,2723,1312,922
860Z200US62655,592,286,306,14,72,67,23,27,49,75,107,41,30,33,48,6
860Z200US62656,18380,9147,9233,854,722,791,1386,1498,2844,2136,2285,1388,1095,1870,818,693
860Z200US62661,1481,851,630,121,160,76,90,144,195,200,185,60,69,68,105,8
860Z200US62663,205,98,107,11,6,12,13,16,17,11,33,30,13,34,6,3
860Z200US62664,3011,1472,1539,149,171,165,253,147,253,337,387,216,246,434,156,97
860Z200US62665,1390,626,764,67,92,78,91,43,128,164,169,83,135,242,76,22
860Z200US62666,452,225,227,16,28,37,24,2,56,56,69,57,48,40,9,10
860Z200US62667,579,262,317,33,27,9,46,9,61,46,72,22,99,86,44,25
860Z200US62668,1333,651,682,80,64,94,62,61,181,155,156,116,72,165,86,41
860Z200US62670,2606,1166,1440,125,145,214,169,97,204,370,339,220,178,343,191,11
860Z200US62671,485,229,256,17,12,56,27,18,56,68,48,81,27,43,18,14
860Z200US62672,153,67,86,0,8,1,8,0,13,18,24,9,15,34,14,9
860Z200US62673,346,146,200,16,3,17,20,28,36,19,49,40,42,34,13,29
860Z200US62674,1427,729,698,34,120,74,107,70,104,120,302,60,82,198,107,49
860Z200US62675,6033,2986,3047,346,348,349,235,323,635,699,818,459,383,841,408,189
860Z200US62677,2018,1028,990,42,120,132,99,68,188,166,253,218,275,275,167,15
860Z200US62681,5683,3139,2544,180,181,445,356,169,605,662,860,539,366,772,398,150
860Z200US62682,686,300,386,29,38,46,37,25,110,94,81,63,62,67,23,11
860Z200US62684,5520,2525,2995,243,348,370,474,247,494,753,997,198,280,679,240,197
860Z200US62685,1844,882,962,128,72,137,117,106,113,194,267,201,187,189,117,16
860Z200US62688,771,415,356,13,39,54,63,14,40,115,113,31,75,155,51,8
860Z200US62689,549,292,257,14,26,58,36,59,89,52,77,17,36,48,28,9
860Z200US62690,3791,1531,2260,110,247,207,410,116,428,641,442,347,193,379,196,75
860Z200US62691,2247,1130,1117,97,152,197,112,93,235,263,259,130,201,286,107,115
860Z200US62692,2057,950,1107,159,131,107,111,114,203,234,401,100,79,252,137,29
860Z200US62693,1733,899,834,77,107,203,124,65,175,217,266,121,98,189,56,35
860Z200US62694,2995,1438,1557,130,218,200,183,179,206,372,423,254,257,301,182,90
860Z200US62695,478,246,232,41,7,9,21,35,55,42,128,27,34,47,29,3
860Z200US62701,1048,733,315,0,0,0,28,75,311,227,137,98,88,30,43,11
860Z200US62702,33303,16335,16968,2382,2219,2173,1500,2157,4864,3437,4329,2163,2610,3541,1488,440
860Z200US62703,28768,13519,15249,1469,1599,1861,2614,1787,3778,3682,3094,2385,1676,2810,1496,517
860Z200US62704,40407,19483,20924,2317,2074,2240,2368,3124,5690,5159,4938,2678,2523,4339,2059,898
860Z200US62706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
860Z200US62707,7973,4187,3786,297,373,452,459,411,712,999,951,842,934,919,485,139
